Month,Hour,Day Type,Equipment Electric Power,Solar generation,Electricity Pricing,kg_CO2
2,11,7,0.561116667,0.718520834,0.21,0.117581005
2,12,7,3.415183333,0.240645833,0.21,0.116680534
2,13,7,0.527233333,0.179125,0.21,0.10995928
2,14,7,0.340983333,0.087395833,0.21,0.108856328
2,15,7,0.299625,0.078260417,0.21,0.10931118
2,16,7,0.583016667,0.082333333,0.5,0.111927799
2,17,7,0.656016667,0,0.5,0.118797763
2,18,7,1.458766667,0,0.5,0.126472726
2,19,7,2.69655,0,0.5,0.134043773
2,20,7,4.18485,0,0.5,0.127585942
2,21,7,1.492333333,0,0.21,0.12346073
2,22,7,0.918866667,0,0.21,0.106825124
2,23,7,0.897283333,0,0.21,0.100165677
2,24,7,4.239166667,0,0.21,0.101224582
2,1,1,0.562783333,0,0.21,0.097139361
2,2,1,0.580441667,0,0.21,0.096771648
2,3,1,0.547258333,0,0.21,0.098499846
2,4,1,0.505858333,0,0.21,0.098641933
2,5,1,0.542533333,0,0.21,0.112149092
2,6,1,1.534183333,0,0.21,0.127087888
2,7,1,3.380483333,0.354020833,0.21,0.134605405
2,8,1,1.2978,0.618145834,0.21,0.143912818
2,9,1,1.572,0.493291667,0.21,0.1468931
2,10,1,1.998466667,1.8503125,0.21,0.145597121
2,11,1,1.511166667,2.17725,0.21,0.144783277
2,12,1,2.247416667,2.5856875,0.21,0.144763718
2,13,1,1.526966667,1.909583334,0.21,0.145317101
2,14,1,1.6212,2.2144375,0.21,0.144795542
2,15,1,0.986550004,1.836145834,0.21,0.147181842
2,16,1,0.382383333,0.268833333,0.5,0.148584602
2,17,1,0.326166667,0,0.5,0.152853029
2,18,1,1.06175,0,0.5,0.156773995
2,19,1,3.481783333,0,0.5,0.159866983
2,20,1,3.8273,0,0.5,0.158833389
2,21,1,3.094183333,0,0.21,0.150938344
2,22,1,0.889183333,0,0.21,0.126728757
2,23,1,0.7604,0,0.21,0.118007908
2,24,1,0.475216667,0,0.21,0.117584424
2,1,2,0.494883333,0,0.21,0.116062895
2,2,2,0.478533333,0,0.21,0.110525606
2,3,2,0.470633333,0,0.21,0.112462764
2,4,2,0.53195,0,0.21,0.115741035
2,5,2,0.670366667,0,0.21,0.128080632
2,6,2,1.430441667,0,0.21,0.139093126
2,7,2,0.766483333,0.435583333,0.21,0.1385393
2,8,2,0.7414,0.8859375,0.21,0.141418186
2,9,2,0.803433333,0.923979167,0.21,0.143732588
2,10,2,0.824516667,0.990125,0.21,0.148735236
2,11,2,1.29445,2.077145834,0.21,0.149064841
2,12,2,1.830283333,2.807458334,0.21,0.150638723
2,13,2,1.5665,2.1579375,0.21,0.151998433
2,14,2,0.8832,1.238083334,0.21,0.153437474
2,15,2,0.6093,0.603333334,0.21,0.154655755
2,16,2,0.197166711,0.234270833,0.5,0.159240484
2,17,2,0.570316675,0.007104167,0.5,0.16134387
2,18,2,0.374683372,0,0.5,0.158897895
2,19,2,2.695750002,0,0.5,0.155794719
2,20,2,1.2435,0,0.5,0.15779657
2,21,2,1.014816667,0,0.21,0.151180021
2,22,2,0.609733333,0,0.21,0.126955844
2,23,2,0.542616667,0,0.21,0.121616836
2,24,2,0.516608333,0,0.21,0.114500502
2,1,3,0.544316667,0,0.21,0.116906098
2,2,3,0.5365,0,0.21,0.115784127
2,3,3,0.700633333,0,0.21,0.117283695
2,4,3,0.707766667,0,0.21,0.121540397
2,5,3,0.58915,0,0.21,0.136503299
2,6,3,0.88375,0,0.21,0.151876411
2,7,3,0.370066667,0.176958333,0.21,0.152881185
2,8,3,0.67365,0.834666667,0.21,0.153333572
2,9,3,1.59485,2.33575,0.21,0.15850247
2,10,3,0.86205,2.716208334,0.21,0.160051629
2,11,3,0.505483333,3.9348125,0.21,0.160171353
2,12,3,0.871166667,2.5701875,0.21,0.159605747
2,13,3,1.065616667,3.46625,0.21,0.155549069
2,14,3,1.665333333,2.54275,0.21,0.154917393
2,15,3,0.7707,0.973833334,0.21,0.156562384
2,16,3,0.313766703,0.4198125,0.5,0.166196092
2,17,3,0.760300028,0.009916667,0.5,0.167217906
2,18,3,0.53430001,0,0.5,0.168438028
2,19,3,1.843166667,0,0.5,0.16278921
2,20,3,4.051683333,0,0.5,0.163194907
2,21,3,0.979733333,0,0.21,0.148809266
2,22,3,0.858833333,0,0.21,0.122715351
2,23,3,0.539616667,0,0.21,0.11940426
2,24,3,0.544,0,0.21,0.10955856
2,1,4,0.52665,0,0.21,0.109059855
2,2,4,0.542683333,0,0.21,0.110609187
2,3,4,0.522883333,0,0.21,0.110978748
2,4,4,0.52105,0,0.21,0.110952669
2,5,4,0.506883333,0,0.21,0.116704468
2,6,4,0.889,0,0.21,0.134204291
2,7,4,1.101425,1.147635417,0.21,0.129564136
2,8,4,2.574783333,2.478770834,0.21,0.132913475
2,9,4,2.781816667,3.4549375,0.21,0.135615176
2,10,4,2.864666667,4.1195625,0.21,0.134014537
2,11,4,0.783533333,4.379270834,0.21,0.134790217
2,12,4,0.294666667,4.384583334,0.21,0.136495478
2,13,4,0.56365,4.05325,0.21,0.13911962
2,14,4,0.5738,3.387020834,0.21,0.138777862
2,15,4,0.50525,2.127104167,0.21,0.139152538
2,16,4,0.132183333,0.912041667,0.5,0.140957964
2,17,4,0.149433333,0.132291667,0.5,0.14237159
2,18,4,0.200333353,0,0.5,0.146651161
2,19,4,1.05131668,0,0.5,0.14632719
2,20,4,1.68120001,0,0.5,0.141159815
2,21,4,0.603266675,0,0.21,0.132953895
2,22,4,0.812666667,0,0.21,0.108938602
2,23,4,0.46755,0,0.21,0.105316773
2,24,4,0.36215,0,0.21,0.105436601
2,1,5,0.362583333,0,0.21,0.102498462
2,2,5,0.3455,0,0.21,0.10325389
2,3,5,0.3626,0,0.21,0.103693812
2,4,5,0.771783333,0,0.21,0.106894302
2,5,5,1.220066667,0,0.21,0.118010289
2,6,5,0.905466673,0,0.21,0.138467914
2,7,5,0.998266667,1.1558125,0.21,0.144040183
2,8,5,2.110025,2.560114584,0.21,0.143563612
2,9,5,2.917166667,3.539770834,0.21,0.143256931
2,10,5,0.549083333,4.157604167,0.21,0.139396194
2,11,5,0.3228,4.380583334,0.21,0.137657572
2,12,5,0.38775,4.31,0.21,0.134675463
2,13,5,0.862833333,4.081770834,0.21,0.136706674
2,14,5,0.496866667,3.436541667,0.21,0.138740017
2,15,5,0.448,2.453395834,0.21,0.139270241
2,16,5,0.866216667,1.206291667,0.5,0.141864456
2,17,5,1.367666667,0.138229167,0.5,0.145959436
2,18,5,0.92451669,0,0.5,0.151847134
2,19,5,4.41985,0,0.5,0.147598474
2,20,5,4.613033333,0,0.5,0.142863111
2,21,5,1.120216667,0,0.21,0.13331279
2,22,5,0.70495,0,0.21,0.115073347
2,23,5,0.77275,0,0.21,0.114480652
2,24,5,0.760133333,0,0.21,0.101322996
2,1,6,0.815533333,0,0.21,0.096893642
2,2,6,0.68645,0,0.21,0.087921413
2,3,6,0.716733333,0,0.21,0.085075576
2,4,6,0.722566667,0,0.21,0.08565065
2,5,6,0.87385,0,0.21,0.088025682
2,6,6,2.622466667,0,0.21,0.105673156
2,7,6,1.911166667,1.116958334,0.21,0.105536745
2,8,6,1.92765,2.4025625,0.21,0.1069102
2,9,6,2.86825,3.256875,0.21,0.110511888
2,10,6,3.890866667,3.9030625,0.21,0.108549405
2,11,6,1.326333333,4.257520834,0.21,0.10663953
2,12,6,0.36565,4.4148125,0.21,0.104955414
2,13,6,0.6894,3.1589375,0.21,0.106043582
2,14,6,0.106450031,2.174895834,0.21,0.108081804
2,15,6,1.130750031,0.839291667,0.21,0.111070275
2,16,6,2.448316667,0.257208333,0.5,0.112655203
2,17,6,1.006883333,0.0338125,0.5,0.117014859
2,18,6,1.623866667,0,0.5,0.12474378
2,19,6,1.188516667,0,0.5,0.12471723
2,20,6,0.91305,0,0.5,0.1207996
2,21,6,0.7082,0,0.21,0.116468176
2,22,6,0.493166667,0,0.21,0.108371023
2,23,6,0.78525,0,0.21,0.097556706
2,24,6,0.498125,0,0.21,0.089150533
2,1,7,0.464833333,0,0.21,0.08547078
2,2,7,0.487716667,0,0.21,0.087213229
2,3,7,0.477833333,0,0.21,0.084702388
2,4,7,1.059716667,0,0.21,0.084325027
2,5,7,1.927433333,0,0.21,0.090863622
2,6,7,0.706233333,0,0.21,0.101640204
2,7,7,1.674783333,0.223104167,0.21,0.098238243
2,8,7,3.847183333,0.753375,0.21,0.095001085
2,9,7,4.570566667,1.129583334,0.21,0.10038025
2,10,7,1.552383333,0.749583334,0.21,0.102428585
2,11,7,2.180316667,2.125875,0.21,0.104803997
2,12,7,2.1101,1.397916667,0.21,0.102653789
2,13,7,1.470716667,2.135458334,0.21,0.101819783
2,14,7,1.179433333,1.004,0.21,0.106122962
2,15,7,0.95655,0.625697917,0.21,0.112242896
2,16,7,0.719108333,0.633604167,0.5,0.123934518
2,17,7,0.623733333,0.016895833,0.5,0.128256599
2,18,7,2.1022,0,0.5,0.134656955
2,19,7,2.822716667,0,0.5,0.138213779
2,20,7,3.98365,0,0.5,0.130548963
2,21,7,1.360316667,0,0.21,0.126434936
2,22,7,0.976683333,0,0.21,0.113079677
2,23,7,0.729716667,0,0.21,0.103968642
2,24,7,3.768241667,0,0.21,0.100005214
2,1,1,0.932583333,0,0.21,0.096407922
2,2,1,0.518,0,0.21,0.097242107
2,3,1,0.4908,0,0.21,0.098327396
2,4,1,0.541466667,0,0.21,0.096355832
2,5,1,0.793133333,0,0.21,0.108544934
2,6,1,1.66915,0,0.21,0.127394694
2,7,1,0.296616667,0.245520833,0.21,0.135199098
2,8,1,0.296916667,0.388833333,0.21,0.13484286
2,9,1,0.36915,0.518916667,0.21,0.131762814
2,10,1,0.688533333,0.843625,0.21,0.132189054
2,11,1,1.031883333,1.270854167,0.21,0.129120442
2,12,1,0.67635,0.815,0.21,0.129591517
2,13,1,0.4524,0.593875,0.21,0.130809092
2,14,1,0.2665,0.3513125,0.21,0.133749979
2,15,1,0.2051167,0.2190625,0.21,0.139592121
2,16,1,0.153566691,0.055708333,0.5,0.14475371
2,17,1,2.330516667,0,0.5,0.148744788
2,18,1,2.847816667,0,0.5,0.153482919
2,19,1,4.47315,0,0.5,0.154267943
2,20,1,1.029283333,0,0.5,0.153017811
2,21,1,0.520483333,0,0.21,0.141765025
2,22,1,0.516983333,0,0.21,0.125267277
2,23,1,0.514583333,0,0.21,0.120879347
2,24,1,1.278516667,0,0.21,0.098830157
2,1,2,1.45095,0,0.21,0.092179832
2,2,2,0.5253,0,0.21,0.089002542
2,3,2,0.513383333,0,0.21,0.092018006
2,4,2,0.5362,0,0.21,0.094833666
2,5,2,1.091683333,0,0.21,0.108495931
2,6,2,1.173383333,0,0.21,0.134285518
2,7,2,1.280366667,1.022375,0.21,0.1436229
2,8,2,2.011033333,2.411354167,0.21,0.140880999
2,9,2,2.0353,3.1446875,0.21,0.141619983
2,10,2,0.7856,4.481041667,0.21,0.135543915
2,11,2,1.1394,3.2816875,0.21,0.133530395
2,12,2,0.771366667,3.2558125,0.21,0.137611684
2,13,2,0.953483333,3.502354167,0.21,0.139075034
2,14,2,1.21375,3.421395834,0.21,0.139592883
2,15,2,0.411438892,2.295506948,0.21,0.139508319
2,16,2,1.507566667,0.956666667,0.5,0.141159539
2,17,2,2.273883333,0.070375,0.5,0.145017382
2,18,2,1.420033333,0,0.5,0.149099378
2,19,2,3.855083333,0,0.5,0.142721751
2,20,2,4.28595,0,0.5,0.139468508
2,21,2,2.075366667,0,0.21,0.124826641
2,22,2,0.924183333,0,0.21,0.107429309
2,23,2,0.82374,0,0.21,0.103553996
2,24,2,0.536991667,0,0.21,0.09385992
3,1,3,0.50615,0,0.21,0.087954151
3,2,3,0.53705,0,0.21,0.095454898
3,3,3,0.552933333,0,0.21,0.089134898
3,4,3,0.487703334,0,0.21,0.090621786
3,5,3,0.607966667,0,0.21,0.091504227
3,6,3,2.023883347,0,0.21,0.104715931
3,7,3,1.011516659,1.272277776,0.21,0.105751013
3,8,3,0.273933333,2.614708334,0.21,0.105657175
3,9,3,0.284033333,3.642104167,0.21,0.113414659
3,10,3,0.294433333,4.348083334,0.21,0.12076145
3,11,3,0.706016667,4.662791667,0.21,0.122083052
3,12,3,0.735266667,4.642770834,0.21,0.119609337
3,13,3,0.282683333,4.301291667,0.21,0.115881813
3,14,3,0.38795,3.618854167,0.21,0.12076462
3,15,3,2.40815,2.640145834,0.21,0.121295343
3,16,3,1.6079,1.3743125,0.5,0.121470506
3,17,3,0.8155,0.1869375,0.5,0.129078914
3,18,3,1.061816667,0,0.5,0.127434615
3,19,3,2.672066667,0,0.5,0.126496632
3,20,3,2.283033333,0,0.5,0.123066342
3,21,3,1.174483333,0,0.21,0.111892604
3,22,3,0.843583333,0,0.21,0.099622462
3,23,3,0.517033333,0,0.21,0.099085067
3,24,3,0.508775,0,0.21,0.097135887
3,1,4,0.505183333,0,0.21,0.092826202
3,2,4,0.553183333,0,0.21,0.093937016
3,3,4,0.502483333,0,0.21,0.09357518
3,4,4,0.501366667,0,0.21,0.094971019
3,5,4,0.5968,0,0.21,0.101563413
3,6,4,1.730883335,0,0.21,0.122174939
3,7,4,0.828233333,1.328458334,0.21,0.125506116
3,8,4,0.354766667,2.665229167,0.21,0.130768519
3,9,4,0.32935,3.6995,0.21,0.132909779
3,10,4,0.319366667,4.381708334,0.21,0.134392231
3,11,4,0.33,4.724229167,0.21,0.13370308
3,12,4,0.634633333,4.722,0.21,0.128543305
3,13,4,0.697666667,4.356083334,0.21,0.128797579
3,14,4,0.3144,3.658520834,0.21,0.131005116
3,15,4,0.5778,2.593125,0.21,0.132317055
3,16,4,0.643133333,1.0356875,0.5,0.133991517
3,17,4,0.814566667,0.175020833,0.5,0.145128441
3,18,4,1.421933333,0,0.5,0.155829837
3,19,4,5.23785,0,0.5,0.156329594
3,20,4,1.486133333,0,0.5,0.147504649
3,21,4,1.897683333,0,0.21,0.137551719
3,22,4,0.573,0,0.21,0.125649635
3,23,4,0.58445,0,0.21,0.115303812
3,24,4,0.53835,0,0.21,0.104703687
3,1,5,0.565733333,0,0.21,0.096743686
3,2,5,0.526616667,0,0.21,0.099670357
3,3,5,0.58165,0,0.21,0.0984995
3,4,5,0.592716667,0,0.21,0.103613124
3,5,5,0.733416667,0,0.21,0.116433362
3,6,5,1.55945,0,0.21,0.130266935
3,7,5,0.53405,1.343708334,0.21,0.147623778
3,8,5,0.343433333,2.639854167,0.21,0.145834936
3,9,5,0.297933333,3.605395834,0.21,0.144013868
3,10,5,0.3107,4.136208334,0.21,0.131415464
3,11,5,0.31325,4.384729167,0.21,0.136289571
3,12,5,0.328533333,4.298791667,0.21,0.134310144
3,13,5,0.288116667,3.8181875,0.21,0.128402762
3,14,5,0.312316667,3.156541667,0.21,0.127161004
3,15,5,0.302283333,2.31725,0.21,0.129914615
3,16,5,0.78385,1.307395834,0.5,0.133180456
3,17,5,0.734616667,0.213854167,0.5,0.144224247
3,18,5,1.067383333,0,0.5,0.150296743
3,19,5,3.58845,0,0.5,0.152214072
3,20,5,2.99745,0,0.5,0.151592182
3,21,5,4.13305,0,0.21,0.146997971
3,22,5,3.293833333,0,0.21,0.133085496
3,23,5,1.568516667,0,0.21,0.137566849
3,24,5,0.556625,0,0.21,0.130541004
3,1,6,0.567533333,0,0.21,0.130529819
3,2,6,0.550233333,0,0.21,0.129517875
3,3,6,0.568433333,0,0.21,0.126107186
3,4,6,0.553283333,0,0.21,0.125691592
3,5,6,1.915133333,0,0.21,0.125824895
3,6,6,2.765766667,0,0.21,0.127110714
3,7,6,1.7906,0.637875,0.21,0.130737692
3,8,6,0.620166667,1.4765625,0.21,0.13537995
3,9,6,0.32635,2.6615625,0.21,0.137210403
3,10,6,0.306166667,3.2976875,0.21,0.135977892
3,11,6,0.322166667,4.281020834,0.21,0.133161907
3,12,6,0.318425008,4.026854172,0.21,0.13289386
3,13,6,0.33035,3.29525,0.21,0.130034312
3,14,6,0.702416667,2.783416667,0.21,0.131120493
3,15,6,0.8424,1.178291667,0.21,0.136391839
3,16,6,0.572183333,0.508666667,0.5,0.14171371
3,17,6,1.020583333,0.063645833,0.5,0.154279737
3,18,6,1.661033333,0,0.5,0.161650884
3,19,6,1.2179,0,0.5,0.164841213
3,20,6,1.268416667,0,0.5,0.161618271
3,21,6,1.000216667,0,0.21,0.154832289
3,22,6,0.529916667,0,0.21,0.138496679
3,23,6,0.546333333,0,0.21,0.13496473
3,24,6,0.543358333,0,0.21,0.129895236
3,1,7,0.545733333,0,0.21,0.132265243
3,2,7,0.541433333,0,0.21,0.128864978
3,3,7,0.5669,0,0.21,0.12804604
3,4,7,0.545266667,0,0.21,0.130386106
3,5,7,0.6528,0,0.21,0.13520977
3,6,7,1.724916667,0,0.21,0.136593276
3,7,7,0.754766667,0.1950625,0.21,0.132546648
3,8,7,2.255416667,0.602333334,0.21,0.135563959
3,9,7,3.5686,1.21425,0.21,0.136894891
3,10,7,2.6271,2.224104167,0.21,0.136874639
3,11,7,1.804616667,2.1536875,0.21,0.133384813
3,12,7,2.410333333,0.868541667,0.21,0.133661622
3,13,7,2.686566667,0.4259375,0.21,0.134543045
3,14,7,2.052766667,0.475708333,0.21,0.131556782
3,15,7,1.631133333,0.583,0.21,0.13015088
3,16,7,1.243983333,1.046479167,0.5,0.136770114
3,17,7,1.1511,0.195375,0.5,0.151578976
3,18,7,1.308133333,0,0.5,0.161500748
3,19,7,2.327316667,0,0.5,0.160516364
3,20,7,3.13855,0,0.5,0.158051882
3,21,7,0.954016667,0,0.21,0.149003671
3,22,7,0.980566667,0,0.21,0.137281955
3,23,7,0.486683333,0,0.21,0.134807271
3,24,7,0.546175,0,0.21,0.122687846
3,1,1,0.5253,0,0.21,0.125272897
3,2,1,0.48215,0,0.21,0.128287703
3,3,1,0.550416667,0,0.21,0.128672497
3,4,1,0.592683333,0,0.21,0.1310239
3,5,1,0.769166667,0,0.21,0.143570063
3,6,1,1.979233335,0,0.21,0.153707196
3,7,1,0.327416667,1.408145834,0.21,0.148826099
3,8,1,0.314916667,2.688520834,0.21,0.150443155
3,9,1,0.318233333,3.681875,0.21,0.144136568
3,10,1,0.303433333,4.304291667,0.21,0.143171965
3,11,1,0.300916667,4.5574375,0.21,0.139060001
3,12,1,0.316333333,4.533645834,0.21,0.138410218
3,13,1,0.286733333,4.202666667,0.21,0.137696235
3,14,1,0.330116667,3.542958334,0.21,0.139014846
3,15,1,0.320683333,2.598270834,0.21,0.140996086
3,16,1,0.7576,1.345125,0.5,0.144843991
3,17,1,0.411716667,0.1978125,0.5,0.147433319
3,18,1,0.907916667,0,0.5,0.152767385
3,19,1,3.322633333,0,0.5,0.150111821
3,20,1,2.144583333,0,0.5,0.144566157
3,21,1,0.827283333,0,0.21,0.132831181
3,22,1,0.690166667,0,0.21,0.125445582
3,23,1,0.385916667,0,0.21,0.121215582
3,24,1,0.388141667,0,0.21,0.106878203
3,1,2,0.3641,0,0.21,0.106252618
3,2,2,0.413133333,0,0.21,0.108756032
3,3,2,0.419766667,0,0.21,0.105085803
3,4,2,0.415258333,0,0.21,0.106867939
3,5,2,0.571008333,0,0.21,0.113358812
3,6,2,0.426266675,0,0.21,0.124484592
3,7,2,0.31265,1.382354167,0.21,0.131916203
3,8,2,0.313233333,2.6615625,0.21,0.136140404
3,9,2,0.31815,3.6720625,0.21,0.14029002
3,10,2,0.314716667,4.113083334,0.21,0.140562787
3,11,2,0.3242,4.152020834,0.21,0.140361185
3,12,2,0.313633333,4.236395834,0.21,0.14077718
3,13,2,0.345066667,4.0105,0.21,0.141152645
3,14,2,0.32735,3.491520834,0.21,0.139069524
3,15,2,0.321966667,2.589864584,0.21,0.137686143
3,16,2,0.785216667,1.286791667,0.5,0.14776273
3,17,2,0.881966667,0.199645833,0.5,0.153709051
3,18,2,3.460433333,0,0.5,0.159091857
3,19,2,3.340616667,0,0.5,0.155754908
3,20,2,1.932308333,0,0.5,0.149671434
3,21,2,1.141466667,0,0.21,0.144718038
3,22,2,0.757183333,0,0.21,0.13343221
3,23,2,0.56165,0,0.21,0.120319431
3,24,2,0.5326,0,0.21,0.108280583
3,1,3,0.553766667,0,0.21,0.110315469
3,2,3,0.539883333,0,0.21,0.108691637
3,3,3,0.570966667,0,0.21,0.107530733
3,4,3,0.650883333,0,0.21,0.108927064
3,5,3,0.855916667,0,0.21,0.110004262
3,6,3,0.905183333,0,0.21,0.12023243
3,7,3,0.792566667,1.184979167,0.21,0.12242553
3,8,3,0.522716667,2.583604167,0.21,0.122642304
3,9,3,0.667683333,3.535,0.21,0.125860927
3,10,3,0.36195,4.22325,0.21,0.119680999
3,11,3,0.417483333,4.498166667,0.21,0.11530858
3,12,3,0.367983333,4.5039375,0.21,0.11286545
3,13,3,1.545083333,3.980208334,0.21,0.113130915
3,14,3,1.434816667,3.366666667,0.21,0.125261795
3,15,3,1.13205,2.402875,0.21,0.131625552
3,16,3,0.85545,1.227895834,0.5,0.132430357
3,17,3,0.82715,0.18725,0.5,0.134100361
3,18,3,0.66785,0,0.5,0.139979297
3,19,3,0.722033333,0,0.5,0.13118619
3,20,3,0.7458,0,0.5,0.12238983
3,21,3,0.715116667,0,0.21,0.113954698
3,22,3,0.564616667,0,0.21,0.107518759
3,23,3,0.539033333,0,0.21,0.10506841
3,24,3,0.57305,0,0.21,0.099647503
3,1,4,0.5859,0,0.21,0.095308617
3,2,4,0.57905,0,0.21,0.092907381
3,3,4,0.96345,0,0.21,0.094640051
3,4,4,0.839566667,0,0.21,0.093346598
3,5,4,0.979283333,0,0.21,0.097823009
3,6,4,0.828166667,0,0.21,0.112993161
3,7,4,0.356666667,1.398833334,0.21,0.114035158
3,8,4,0.362066667,2.633666667,0.21,0.115187265
3,9,4,0.39315,3.552458334,0.21,0.115697466
3,10,4,0.39785,4.159229167,0.21,0.116054188
3,11,4,0.35995,4.428395834,0.21,0.114355052
3,12,4,0.3753,4.409354167,0.21,0.112067588
3,13,4,0.409991667,4.0029375,0.21,0.112350986
3,14,4,0.492683333,3.357197917,0.21,0.113068838
3,15,4,0.47275,2.38025,0.21,0.114837429
3,16,4,0.441883333,1.207333334,0.5,0.117687149
3,17,4,0.912733333,0.167729167,0.5,0.127533825
3,18,4,1.369883333,0,0.5,0.13645193
3,19,4,5.342416667,0,0.5,0.142235684
3,20,4,3.959033333,0,0.5,0.145378908
3,21,4,3.496333333,0,0.21,0.136750638
3,22,4,3.013633333,0,0.21,0.120312371
3,23,4,1.836866667,0,0.21,0.118876167
3,24,4,0.6413,0,0.21,0.109007399
3,1,5,0.595383333,0,0.21,0.107385726
3,2,5,0.66015,0,0.21,0.111558847
3,3,5,0.686333333,0,0.21,0.110517695
3,4,5,0.800766667,0,0.21,0.114522885
3,5,5,0.714433333,0,0.21,0.129432092
3,6,5,0.250733375,0,0.21,0.136674227
3,7,5,0.383716667,1.282041667,0.21,0.140038972
3,8,5,0.3445,1.864041667,0.21,0.146165828
3,9,5,0.355466667,3.161270834,0.21,0.148881635
3,10,5,0.342583333,3.707583334,0.21,0.146670914
3,11,5,0.338633333,3.253791667,0.21,0.142602373
3,12,5,0.407616667,3.700083334,0.21,0.141482291
3,13,5,0.280466667,3.252354167,0.21,0.139697338
3,14,5,0.3396,2.912333334,0.21,0.138003968
3,15,5,0.329133333,1.786875,0.21,0.136291218
3,16,5,0.30665,0.675395834,0.5,0.139115675
3,17,5,0.61835,0.1100625,0.5,0.140132464
3,18,5,2.369933333,0,0.5,0.150933001
3,19,5,3.363,0,0.5,0.14611659
3,20,5,1.7265,0,0.5,0.151407371
3,21,5,1.0377,0,0.21,0.142977935
3,22,5,0.7542,0,0.21,0.121092079
3,23,5,0.60895,0,0.21,0.113066707
3,24,5,1.365825,0,0.21,0.119843012
3,1,6,2.955183333,0,0.21,0.116892879
3,2,6,1.919233333,0,0.21,0.118875364
3,3,6,0.653933333,0,0.21,0.120114118
3,4,6,1.713933333,0,0.21,0.122755467
3,5,6,1.132666667,0,0.21,0.12326537
3,6,6,0.489200012,0,0.21,0.133454247
3,7,6,0.343833333,1.420229167,0.21,0.134816227
3,8,6,0.329016667,2.626229167,0.21,0.141378084
3,9,6,0.445319442,3.562357636,0.21,0.141097566
3,10,6,0.77615,4.148395834,0.21,0.143624727
3,11,6,0.830183333,4.391708334,0.21,0.145817993
3,12,6,0.81765,4.381645834,0.21,0.147100129
3,13,6,0.7702,4.067375,0.21,0.145160902
3,14,6,1.0863,3.385083334,0.21,0.142882933
3,15,6,1.178633333,2.519229167,0.21,0.140803384
3,16,6,2.946416667,1.331229167,0.5,0.144489345
3,17,6,3.957166667,0.1831875,0.5,0.146452894
3,18,6,3.2752,0,0.5,0.150471934
3,19,6,1.644166667,0,0.5,0.151733002
3,20,6,1.301133333,0,0.5,0.154130916
3,21,6,1.077783333,0,0.21,0.155425317
3,22,6,0.993033333,0,0.21,0.14941669
3,23,6,0.68705,0,0.21,0.141584823
3,24,6,0.627616667,0,0.21,0.137988063
3,1,7,0.632066667,0,0.21,0.13807552
3,2,7,0.54945,0,0.21,0.138665516
3,3,7,0.626966667,0,0.21,0.139255513
3,4,7,0.478591667,0,0.21,0.142524606
3,5,7,0.6663,0,0.21,0.14293595
3,6,7,1.046,0,0.21,0.138214845
3,7,7,0.734416667,0.2440625,0.21,0.140203767
3,8,7,0.556033333,1.4305625,0.21,0.147051293
3,9,7,0.63165,2.6485,0.21,0.150183746
3,10,7,0.9312,3.563583334,0.21,0.149071776
3,11,7,0.798066667,4.164125,0.21,0.148115866
3,12,7,0.677633333,4.3853125,0.21,0.146416682
3,13,7,1.037933333,4.346145834,0.21,0.141026512
3,14,7,0.62525,4.035479167,0.21,0.138144193
3,15,7,2.423883333,3.444083334,0.21,0.144026492
3,16,7,4.67575,2.4545,0.5,0.144787098
3,17,7,4.251816667,1.2721875,0.5,0.148181909
3,18,7,3.4737,0.193479167,0.5,0.15554709
3,19,7,3.804183333,0,0.5,0.159788565
3,20,7,3.988583333,0,0.5,0.160559013
3,21,7,1.0382,0,0.21,0.164916392
3,22,7,1.02915,0,0.21,0.155993885
3,23,7,0.880216667,0,0.21,0.154243954
3,24,7,0.61485,0,0.21,0.169409705
3,1,1,0.59775,0,0.21,0.171654368
3,2,1,0.615266667,0,0.21,0.175038631
3,3,1,0.5873,0,0.21,0.172436028
3,4,1,0.632216667,0,0.21,0.175418885
3,5,1,0.846516667,0,0.21,0.187310448
3,6,1,0.624633333,0,0.21,0.202832312
3,7,1,0.349083333,0.26725,0.21,0.19649343
3,8,1,0.408883333,1.4759375,0.21,0.189292297
3,9,1,0.323166667,2.683333334,0.21,0.187823245
3,10,1,0.433883333,3.577729167,0.21,0.189796705
3,11,1,0.327616667,4.143041667,0.21,0.184454319
3,12,1,0.380433333,4.381083334,0.21,0.187082794
3,13,1,0.372583333,4.353958334,0.21,0.187647486
3,14,1,0.362933333,4.044520834,0.21,0.189832239
3,15,1,0.351266667,3.409791667,0.21,0.18886203
3,16,1,0.396466667,2.489520834,0.5,0.186793983
3,17,1,0.327333333,1.3006875,0.5,0.188237482
3,18,1,0.671133333,0.212375,0.5,0.188111363
3,19,1,1.115116667,0,0.5,0.192329791
3,20,1,3.8834,0,0.5,0.189828695
3,21,1,5.306349984,0,0.21,0.18673471
3,22,1,3.157583333,0,0.21,0.176249063
3,23,1,1.516083333,0,0.21,0.172211945
3,24,1,0.916833333,0,0.21,0.171672058
3,1,2,0.534583333,0,0.21,0.1750387
3,2,2,0.63005,0,0.21,0.170787673
3,3,2,0.5433,0,0.21,0.171916822
3,4,2,0.64955,0,0.21,0.171423336
3,5,2,0.872633333,0,0.21,0.174970816
3,6,2,0.7747,0,0.21,0.174494592
3,7,2,0.59165,0.281395833,0.21,0.175409389
